smiles,pred_0,value_0
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=88],CC(C)C(OC)=O[<].[+rn=12]}",5.373504236470547,258.8797256692978
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=30],CC(C)C(OC)=O[<].[+rn=70]}",5.034146466308199,204.67558018092532
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=56],CC(C)C(OC)=O[<].[+rn=64]}",5.045575271043321,206.30142994126774
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=44],CC(C)C(OC)=O[<].[+rn=56]}",5.030104209806688,204.10360564438633
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=40],CC(C)C(OC)=O[<].[+rn=60]}",5.0397687210048385,205.47378868636807
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=36],CC(C)C(OC)=O[<].[+rn=64]}",5.020711267882248,202.78068022839068
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=90],CC(C)C(OCC)=O[<].[+rn=10]}",4.915155827485261,188.49075689502982
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=84],CC(C)C(OCC)=O[<].[+rn=16]}",4.837350097139444,178.60632167412473
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=65],CC(C)C(OCC)=O[<].[+rn=35]}",4.664896694424227,158.50633687911613
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=50],CC(C)C(OCC)=O[<].[+rn=50]}",4.593548895008384,150.8672771892614
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=30],CC(C)C(OCC)=O[<].[+rn=70]}",4.569023333354533,148.3273187553749
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=83],CC(C)C(OCCCC)=O[<].[+rn=17]}",4.652517737259425,157.1537492570179
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=76],CC(C)C(OCCCC)=O[<].[+rn=24]}",4.531223633348998,144.49612818783385
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=71],CC(C)C(OCCCC)=O[<].[+rn=29]}",4.5650222202780455,147.91702495900196
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=68],CC(C)C(OCCCC)=O[<].[+rn=32]}",4.46870976932256,138.37596496853126
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=63],CC(C)C(OCCCC)=O[<].[+rn=37]}",4.408673804904581,132.7425404947906
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=60],CC(C)C(OCCCC)=O[<].[+rn=40]}",4.360703518238825,128.4065801163528
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=59],CC(C)C(OCCCC)=O[<].[+rn=41]}",4.3934756730548825,131.35318968991407
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=56],CC(C)C(OCCCC)=O[<].[+rn=44]}",4.308257098953126,123.82793498558733
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=53],CC(C)C(OCCCC)=O[<].[+rn=47]}",4.311014161800795,124.06451288217018
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=92],CC(C)C(OCCCCCC)=O[<].[+rn=08]}",4.663881369902565,158.3949604703349
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=84],CC(C)C(OCCCCCC)=O[<].[+rn=16]}",4.548697914678937,146.25477828469667
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=78],CC(C)C(OCCCCCC)=O[<].[+rn=22]}",4.564816503152927,147.8959604172322
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=73],CC(C)C(OCCCCCC)=O[<].[+rn=27]}",4.505112746389891,141.90760057157888
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=70],CC(C)C(OCCCCCC)=O[<].[+rn=30]}",4.455962221474073,137.16015219418023
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=92],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=08]}",3.819419088498454,88.27619034618638
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=84],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=16]}",3.69531952437814,81.0086790748913
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=75],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=25]}",3.6031960521381965,76.00348679940059
"{[>]CC(C(OCC[NH3+])=O)C.[+rn=67],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=33]}",3.4631357860206373,68.97992332404921
