smiles,pred_0,value_0
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=44],CC(C)C(OC)=O[<].[+rn=56]}",2.8455276799616587,11.279009556202412
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=40],CC(C)C(OC)=O[<].[+rn=60]}",2.8619918239294266,11.408304598927467
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=36],CC(C)C(OC)=O[<].[+rn=64]}",2.937502960630129,12.020552867966455
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=50],CC(C)C(OCC)=O[<].[+rn=50]}",4.8083994403710095,43.896718007841706
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=30],CC(C)C(OCC)=O[<].[+rn=70]}",4.856491156655161,45.38281239814251
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=83],CC(C)C(OCCCC)=O[<].[+rn=17]}",2.597513150453852,9.499536216845197
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=76],CC(C)C(OCCCC)=O[<].[+rn=24]}",2.5554203798268285,9.226706442440875
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=71],CC(C)C(OCCCC)=O[<].[+rn=29]}",2.610223974453558,9.583498196979342
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=68],CC(C)C(OCCCC)=O[<].[+rn=32]}",2.6385678941952904,9.773407502241257
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=60],CC(C)C(OCCCC)=O[<].[+rn=40]}",2.541268504514893,9.136750615706996
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=56],CC(C)C(OCCCC)=O[<].[+rn=44]}",2.5568604218093967,9.235909511680308
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=53],CC(C)C(OCCCC)=O[<].[+rn=47]}",2.6232033313221796,9.669999815160686
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=92],CC(C)C(OCCCCCC)=O[<].[+rn=08]}",2.068188377057791,6.584980918791709
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=84],CC(C)C(OCCCCCC)=O[<].[+rn=16]}",2.028519762324349,6.406600938827431
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=78],CC(C)C(OCCCCCC)=O[<].[+rn=22]}",2.1453226557860328,6.946177433355538
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=73],CC(C)C(OCCCCCC)=O[<].[+rn=27]}",2.140874567179395,6.924820193747017
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=70],CC(C)C(OCCCCCC)=O[<].[+rn=30]}",2.0841730648188155,6.658256322602997
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=92],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=08]}",0.2841609209253592,1.9149839274727503
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=84],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=16]}",0.2632190744373081,1.8874207024454566
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=75],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=25]}",0.35575763620564915,2.012294544925959
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=67],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=33]}",0.36571079795140704,2.026208290944626
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=56],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=44]}",0.3319001667238746,1.979331397201126
"{[>]CC(C(OCC[NH3+])=O)C.FC(F)(C([O-])=O)F.[+rn=49],CC(C)C(OCC1=CC=CC=C1)=O[<].[+rn=51]}",0.3738019110232575,2.037589898407934
